airport_name,airport_abbr,delay_sum,total_number_flights,perc_delay,avg_perc_delay,lat,lng
Palm Springs International Airport,PSP,2662.01,12877.0,0.20672594548419665,0.20823556298332133,33.8303194,-116.5070468
"Panama City, FL: Northwest Florida Beaches International",ECP,1503.03,7035.0,0.2136503198294243,0.20823556298332133,30.3548543,-85.7995134
Pease International Airport,PSM,64.0,447.0,0.14317673378076062,0.20823556298332133,43.0802589,-70.8211285
Pellston Regional Airport,PLN,189.0,1162.0,0.16265060240963855,0.20823556298332133,45.5714903,-84.78618340000001
Pensacola Regional Airport,PNS,2854.0299999999997,13297.0,0.21463713619613445,0.20823556298332133,30.4738158,-87.1867049
Peoria Regional Airport,PIA,1137.97,5246.0,0.21692146397255052,0.20823556298332133,40.6608469,-89.69008629999999
Petersburg Airport,PSG,149.98000000000002,785.0,0.19105732484076435,0.20823556298332133,27.9098674,-82.68885709999999
Philadelphia International Airport,PHL,26797.930000000008,127967.0,0.20941281736697748,0.20823556298332133,39.8743959,-75.2424229
Phoenix Sky Harbor International Airport,PHX,34611.030000000006,187507.0,0.18458526881663087,0.20823556298332133,33.4372686,-112.0077881
"Phoenix, AZ: Phoenix - Mesa Gateway",AZA,1507.99,5906.0,0.2553318658990857,0.20823556298332133,33.307161,-111.668946
Piedmont Triad International Airport,GSO,3610.0800000000017,15507.0,0.23280325014509587,0.20823556298332133,36.1043671,-79.9351805
Pierre Regional Airport,PIR,104.0,487.0,0.2135523613963039,0.20823556298332133,44.3825,-100.285833
Pitt-Greenville Airport,PGV,98.00999999999999,302.0,0.3245364238410596,0.20823556298332133,35.631926,-77.3798351
Pittsburgh International Airport,PIT,10944.120000000003,54218.0,0.20185399682762187,0.20823556298332133,40.4957722,-80.24131129999999
"Plattsburgh, NY: Plattsburgh International",PBG,291.03999999999996,1438.0,0.20239221140472877,0.20823556298332133,44.6520597,-73.46792030000002
Pocatello Regional Airport,PIH,92.99,1241.0,0.07493150684931506,0.20823556298332133,42.9056887,-112.5887539
Port Columbus International Airport,CMH,10285.879999999997,50937.0,0.20193336867110348,0.20823556298332133,39.9999399,-82.8871767
Portland International Airport,PDX,10972.060000000001,66846.0,0.16413936510785987,0.20823556298332133,45.58976939999999,-122.5950942
Portland International Jetport,PWM,2922.020000000001,12866.0,0.2271117674490907,0.20823556298332133,43.6464785,-70.30969739999999
Provo Municipal Airport,PVU,109.99999999999999,723.0,0.15214384508990317,0.20823556298332133,40.2180508,-111.7222357
Pueblo Memorial Airport,PUB,195.98000000000002,1009.0,0.1942319127849356,0.20823556298332133,38.2859398,-104.4953346
Quad City International Airport,MLI,1144.8600000000001,5280.0,0.21682954545454547,0.20823556298332133,41.4496341,-90.50827059999999
Quincy Regional Airport - Baldwin Field,UIN,240.96,786.0,0.3065648854961832,0.20823556298332133,39.9368871,-91.1941325
Raleigh-Durham International Airport,RDU,15026.180000000002,68412.0,0.21964246038706664,0.20823556298332133,35.88007899999999,-78.7879963
Ralph Wien Memorial Airport,OTZ,99.99,781.0,0.1280281690140845,0.20823556298332133,66.8913694,-162.6024888
Rapid City Regional Airport,RAP,1145.96,5164.0,0.22191324554608832,0.20823556298332133,44.0383798,-103.0605163
Redding Municipal Airport,RDD,368.02,1459.0,0.25224126113776557,0.20823556298332133,40.5058184,-122.2996775
Reno-Tahoe International Airport,RNO,3920.0,21349.0,0.18361515761862382,0.20823556298332133,39.4995907,-119.7680951
Rhinelander-Oneida County Airport,RHI,126.00999999999999,866.0,0.1455080831408776,0.20823556298332133,45.6262146,-89.463867
Richmond International Airport,RIC,6008.030000000002,26610.0,0.22578090943254422,0.20823556298332133,37.5065795,-77.3208112
Rickenbacker International Airport,LCK,206.01999999999998,1084.0,0.19005535055350553,0.20823556298332133,39.8173811,-82.9358462
Roanoke Regional Airport,ROA,560.04,2854.0,0.19622985283812192,0.20823556298332133,37.320398,-79.9701915
Roberts Field,RDM,910.97,4328.0,0.21048290203327172,0.20823556298332133,44.2532061,-121.1608592
Rochester International Airport,RST,968.04,3800.0,0.2547473684210526,0.20823556298332133,43.9109834,-92.4967704
Rock Springs-Sweetwater County Airport,RKS,155.98999999999998,785.0,0.19871337579617832,0.20823556298332133,41.59746260000001,-109.0720642
Ronald Reagan Washington National Airport,DCA,31967.06999999999,150403.0,0.21254276842882117,0.20823556298332133,38.851242,-77.04023149999999
Roswell Industrial Air Center Airport,ROW,250.0,1487.0,0.16812373907195696,0.20823556298332133,33.3067198,-104.5189261
Sacramento International Airport,SMF,9770.939999999999,54208.0,0.18024904073199524,0.20823556298332133,38.6950854,-121.5900648
Saginaw International Airport,MBS,588.03,2874.0,0.20460334029227556,0.20823556298332133,43.5386272,-84.0821024
Salina Municipal Airport,SLN,256.01,1014.0,0.25247534516765285,0.20823556298332133,38.7786867,-97.639517
Salt Lake City International Airport,SLC,17703.089999999997,123319.0,0.14355525101565855,0.20823556298332133,40.7899404,-111.9790706
San Angelo Regional Airport/Mathis Field,SJT,344.97,1837.0,0.18778987479586284,0.20823556298332133,31.35728569999999,-100.5028459
San Antonio International Airport,SAT,9355.88,44062.0,0.21233443783759245,0.20823556298332133,29.5311973,-98.4683484
San Diego International Airport,SAN,19314.069999999996,100665.0,0.19186479908607754,0.20823556298332133,32.7338006,-117.1933038
San Francisco International Airport,SFO,51288.01000000001,186577.0,0.27488924143919136,0.20823556298332133,37.6213129,-122.3789554
San Jose International Airport,SJC,11156.03,65796.0,0.1695548361602529,0.20823556298332133,37.3639472,-121.9289375
San Luis County Regional Airport,SBP,1163.98,5429.0,0.21440044207036288,0.20823556298332133,35.2374865,-120.6409032
Santa Barbara Airport,SBA,1711.01,7622.0,0.22448307530831801,0.20823556298332133,34.4271935,-119.8398835
Santa Fe Municipal Airport,SAF,367.95,1751.0,0.21013706453455167,0.20823556298332133,35.6182563,-106.0845315
Santa Maria Public Airport,SMX,31.0,207.0,0.1497584541062802,0.20823556298332133,34.8991411,-120.4477733
Sarasota-Bradenton International Airport,SRQ,1456.03,8125.0,0.1792036923076923,0.20823556298332133,27.3951191,-82.5538198
Savannah/Hilton Head International Airport,SAV,4061.220000000002,18781.0,0.21624088174218636,0.20823556298332133,32.1294267,-81.2018521
Seattle/Tacoma International Airport,SEA,32276.01000000001,151959.0,0.21239946301304963,0.20823556298332133,47.4502499,-122.3088165
Shenandoah Valley Regional Airport,SHD,195.03,762.0,0.2559448818897638,0.20823556298332133,38.2634299,-78.8976294
Shreveport Regional Airport,SHV,1637.03,7516.0,0.21780601383714743,0.20823556298332133,32.4544911,-93.8286552
Sioux Falls Regional Airport,FSD,1893.01,7676.0,0.24661412193850965,0.20823556298332133,43.5828065,-96.7402171
Sioux Gateway Airport,SUX,407.02,1450.0,0.2807034482758621,0.20823556298332133,42.4025,-96.384167
Sitka Rocky Gutierrez Airport,SIT,244.0,1446.0,0.16874135546334718,0.20823556298332133,57.05271949999999,-135.3651389
Sloulin Field International Airport,ISN,130.0,1030.0,0.1262135922330097,0.20823556298332133,48.176354,-103.6313593
Snohomish County Airport (Paine Field),PAE,181.01,1092.0,0.16576007326007325,0.20823556298332133,47.9075768,-122.2808529
Sonoma County Airport,STS,429.03,2407.0,0.17824262567511423,0.20823556298332133,38.5092305,-122.8132578
South Bend Regional Airport,SBN,1773.05,7765.0,0.22833869929169348,0.20823556298332133,41.7007827,-86.31103859999999
Southeast Texas Regional Airport,BPT,229.0,1058.0,0.21644612476370512,0.20823556298332133,29.955847,-94.0220743
Southwest Florida International Airport,RSW,7135.08,34972.0,0.2040226466887796,0.20823556298332133,26.5337051,-81.7553083
Southwest Georgia Regional Airport,ABY,205.01,1087.0,0.18860165593376263,0.20823556298332133,31.53567109999999,-84.19390489999999
Spokane International Airport,GEG,2498.9900000000002,13158.0,0.189921720626235,0.20823556298332133,47.62174779999999,-117.534812
Springfield Branson Regional Airport,SGF,2097.99,9274.0,0.226222773344835,0.20823556298332133,37.244631,-93.39026559999999
St Cloud Regional Airport,STC,29.0,155.0,0.1870967741935484,0.20823556298332133,45.5479622,-94.06972329999999
St George Municipal Airport,SGU,369.99,2810.0,0.13166903914590747,0.20823556298332133,37.0334435,-113.5099289
St. Petersburg-Clearwater International Airport,PIE,1487.98,8086.0,0.18401929260450162,0.20823556298332133,27.9098674,-82.68885709999999
"State College, PA: University Park",SCE,439.94000000000005,1853.0,0.23742039935240153,0.20823556298332133,40.8147955,-77.86531260000001
Stewart International Airport,SWF,446.0,1910.0,0.23350785340314137,0.20823556298332133,41.4984032,-74.1008627
Stillwater Regional Airport,SWO,164.01,952.0,0.17227941176470588,0.20823556298332133,36.1577993,-97.08390779999999
Stockton Metropolitan Airport,SCK,172.0,914.0,0.18818380743982493,0.20823556298332133,37.8968929,-121.2514811
Syracuse Hancock International Airport,SYR,3580.1100000000006,15245.0,0.23483830764184982,0.20823556298332133,43.1139301,-76.1101888
T.F. Green Airport,PVD,4091.0,19709.0,0.20757014561875287,0.20823556298332133,41.7245271,-71.4304062
Tallahassee Regional Airport,TLH,1280.01,6931.0,0.1846789785023806,0.20823556298332133,30.3954074,-84.3450518
Tampa International Airport,TPA,16883.02,80910.0,0.20866419478432827,0.20823556298332133,27.9834776,-82.5370781
Texarkana Regional Airport,TXK,257.97,1369.0,0.18843681519357197,0.20823556298332133,33.4568776,-93.9941485
Toledo Express Airport,TOL,461.02,2241.0,0.20572066041945558,0.20823556298332133,41.5878083,-83.80914109999999
Trenton Mercer Airport,TTN,880.99,3088.0,0.285294689119171,0.20823556298332133,40.2769993,-74.8179505
Tri-Cities Airport,PSC,472.02000000000004,2704.0,0.17456360946745564,0.20823556298332133,36.4306668,-82.4472054
Tri-Cities Regional Airport,TRI,528.04,2926.0,0.1804647983595352,0.20823556298332133,36.4809142,-82.40839199999999
Tri-State Airport,HTS,191.01000000000002,843.0,0.22658362989323846,0.20823556298332133,38.3683533,-82.5578085
Tucson International Airport,TUS,4091.0,20377.0,0.2007655690238995,0.20823556298332133,32.1145102,-110.9392269
Tulsa International Airport,TUL,3985.0300000000016,18487.0,0.21555850056796677,0.20823556298332133,36.198778,-95.88386589999999
Tweed New Haven Regional Airport,HVN,266.0,1147.0,0.23190932868352224,0.20823556298332133,41.2678919,-72.8868727
Tyler Pounds Regional Airport,TYR,324.02,1639.0,0.19769371568029284,0.20823556298332133,32.3511258,-95.40962929999999
Valdosta Regional Airport,VLD,132.99,1120.0,0.11874107142857143,0.20823556298332133,30.7892346,-83.27882269999999
Valley International Airport,HRL,932.99,4559.0,0.2046479491116473,0.20823556298332133,26.2234764,-97.6623631
"Vernal, UT: Vernal Regional",VEL,147.01,673.0,0.21843982169390785,0.20823556298332133,40.4555157,-109.5287479
Waco Regional Airport,ACT,373.02,1900.0,0.19632631578947368,0.20823556298332133,31.6135899,-97.2262908
Walker Field Airport,GJT,541.95,4208.0,0.12879039923954375,0.20823556298332133,39.1222307,-108.5291468
Washington Dulles International Airport,IAD,14468.939999999999,75398.0,0.19190084617629113,0.20823556298332133,38.9531162,-77.45653879999999
Waterloo Regional Airport,ALO,209.01,754.0,0.27720159151193635,0.20823556298332133,42.5552262,-92.3979652
Watertown International Airport,ART,100.0,270.0,0.37037037037037035,0.20823556298332133,43.9956627,-76.022365
Watertown Municipal Airport,ATY,73.98,339.0,0.21823008849557524,0.20823556298332133,43.17129509999999,-88.72799359999999
West Yellowstone Airport,WYS,23.009999999999998,303.0,0.07594059405940594,0.20823556298332133,44.6867178,-111.1145613
Westchester County Airport,HPN,3188.9900000000007,12076.0,0.26407668102020543,0.20823556298332133,41.0683325,-73.7086641
Western Nebraska Regional Airport,BFF,128.99,674.0,0.19137982195845699,0.20823556298332133,41.8695184,-103.5934309
Wichita Falls Municipal Airport,SPS,230.95000000000002,1281.0,0.1802888368462139,0.20823556298332133,33.9642825,-98.4918225
Wichita Mid-Continent Airport,ICT,2629.92,11572.0,0.22726581403387489,0.20823556298332133,37.6508529,-97.42869879999999
Wiley Post-Will Rogers Memorial Airport,BRW,83.98,787.0,0.10670902160101653,0.20823556298332133,71.2874212,-156.7802701
Wilkes-Barre/Scranton International Airport,AVP,738.98,3732.0,0.1980117899249732,0.20823556298332133,41.3377679,-75.7237811
Will Rogers World Airport,OKC,6202.080000000001,26070.0,0.2379010356731876,0.20823556298332133,35.393056,-97.600556
Wilmington International Airport,ILM,1579.04,7264.0,0.21737885462555065,0.20823556298332133,34.2668931,-77.91052010000001
Worcester Regional Airport,ORH,354.99,1243.0,0.2855913113435237,0.20823556298332133,42.2680227,-71.8735112
Wrangell Airport,WRG,174.01999999999998,784.0,0.2219642857142857,0.20823556298332133,56.4850237,-132.3795998
Yakutat Airport,YAK,135.02,782.0,0.1726598465473146,0.20823556298332133,59.5099391,-139.6686314
Yampa Valley Regional Airport,HDN,283.03000000000003,1084.0,0.2610977859778598,0.20823556298332133,40.4814042,-107.2166138
Yellowstone Regional Airport,COD,128.01,702.0,0.18235042735042734,0.20823556298332133,44.520442,-109.0225794
Yuma International Airport,YUM,251.01,1797.0,0.13968280467445743,0.20823556298332133,32.6685512,-114.5991383
